start_ip_in,end_ip_in,continen,countr,country_cod,country_c,regio,stat,state_cod,state_c,cit,city_c,postal_cod,area_cod,time_zon,latitud,longitud,dm,ms,connection_typ,line_spee,ip_routing_typ,as,sl,tl,organizatio,carrie,anonymizer_statu,proxy_typ,proxy_leve,proxy_last_detecte,hosting_facilit
1746679,1746679,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,activ,htt,elit,2019-06-1,fals
1746679,1746683,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746683,1746683,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,activ,htt,elit,2019-05-2,fals
1746683,1746687,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746688,1746713,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746713,1746715,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746715,1746715,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,transparen,2019-04-1,fals
1746715,1746720,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746720,1746720,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,elit,2019-04-2,fals
1746720,1746721,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746721,1746721,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,transparen,2019-03-3,fals
1746721,1746721,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746721,1746721,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,elit,2019-04-1,fals
1746721,1746722,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746722,1746722,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1746722,1746723,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746723,1746723,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,privat,we,elit,2019-05-0,fals
1746723,1746732,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746732,1746732,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,transparen,2019-03-2,fals
1746732,1746739,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746739,1746739,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,elit,2019-05-0,fals
1746739,1746743,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746743,1746743,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,sock,elit,2019-05-0,fals
1746743,1746764,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746764,1746767,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746767,1746767,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,elit,2019-04-3,fals
1746767,1746769,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746769,1746769,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,elit,2019-04-0,fals
1746769,1746769,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,elit,2019-04-0,fals
1746769,1746774,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746774,1746774,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,sock,elit,2019-05-1,fals
1746774,1746776,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746776,1746776,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,activ,htt,transparen,2019-05-2,fals
1746776,1746779,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746780,1746780,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,activ,htt,elit,2019-05-2,fals
1746780,1746790,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746790,1746794,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746794,1746794,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,inactiv,sock,elit,2019-01-0,fals
1746794,1746798,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746798,1746798,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,htt,transparen,2019-05-1,fals
1746798,1746800,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746800,1746800,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,suspec,sock,elit,2019-04-2,fals
1746800,1746815,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746816,1746841,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",shared dynamic ip address for residential broadband service,tot public company limite,"""","""","""","""",fals
1746841,1746845,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1746845,1746845,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,sock,elit,2019-06-1,fals
1746846,1746867,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1746867,1746870,asi,thailan,t,9,"""",lop bur,"""",7,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1746870,1746870,asi,thailan,t,9,"""",lop bur,"""",7,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,activ,sock,elit,2019-06-1,fals
1746870,1746877,asi,thailan,t,9,"""",lop bur,"""",7,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1746877,1746877,asi,thailan,t,9,"""",lop bur,"""",7,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,activ,htt,elit,2019-06-1,fals
1746877,1746889,asi,thailan,t,9,"""",lop bur,"""",7,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1746889,1746889,asi,thailan,t,9,"""",lop bur,"""",7,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,privat,we,elit,2019-05-1,fals
1746889,1746892,asi,thailan,t,9,"""",lop bur,"""",7,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1746892,1746943,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1746944,1746995,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1746995,1747001,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747001,1747001,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,elit,2019-05-1,fals
1747001,1747020,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747020,1747033,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747033,1747033,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-02-2,fals
1747033,1747046,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747046,1747055,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""",ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747055,1747055,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""",ne,tot public company limite,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1747055,1747071,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""",ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747072,1747075,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747075,1747075,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,totb,ne,tot public company limite,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1747075,1747092,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747092,1747092,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,totb,ne,tot public company limite,tot public company limite,suspec,htt,elit,2019-05-0,fals
1747093,1747097,asi,thailan,t,8,"""",lop bur,"""",1,lop bur,1,1500,"""",,14.7995,100.6533,"""","""",t,hig,regional prox,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747097,1747123,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747123,1747148,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747148,1747156,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747156,1747156,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,activ,sock,elit,2019-05-2,fals
1747156,1747164,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747164,1747164,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,sock,elit,2019-04-3,fals
1747164,1747174,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747174,1747178,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747178,1747178,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,elit,2019-04-3,fals
1747178,1747199,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747200,1747256,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747257,1747257,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,activ,htt,elit,2019-05-2,fals
1747257,1747288,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747288,1747288,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,elit,2019-03-2,fals
1747288,1747295,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747295,1747295,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-01-1,fals
1747295,1747295,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747295,1747295,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-04-2,fals
1747295,1747302,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747302,1747306,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747306,1747306,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-01-1,fals
1747306,1747310,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747310,1747310,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,elit,2019-04-2,fals
1747310,1747326,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747326,1747326,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-03-2,fals
1747326,1747327,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747328,1747328,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-03-2,fals
1747328,1747331,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747331,1747331,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,elit,2019-05-1,fals
1747331,1747342,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747342,1747342,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-03-1,fals
1747342,1747404,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747404,1747430,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747430,1747455,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747456,1747481,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747481,1747558,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747558,1747583,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747584,1747660,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747660,1747675,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747675,1747675,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,transparen,2019-03-0,fals
1747675,1747686,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747686,1747711,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747712,1747737,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747737,1747763,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747763,1747764,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747764,1747764,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-12-3,fals
1747764,1747773,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747774,1747774,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-04-2,fals
1747774,1747777,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747777,1747777,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1747777,1747786,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747786,1747786,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,transparen,2019-03-2,fals
1747786,1747788,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747788,1747791,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747791,1747791,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,activ,htt,transparen,2019-06-1,fals
1747791,1747794,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
